Year,Quarter,        Gross domestic product,Personal consumption expenditures,    Goods,        Durable goods,        Nondurable goods,    Services,Gross private domestic investment,    Fixed investment,        Nonresidential,            Structures,            Equipment,            Intellectual property products,        Residential,    Change in private inventories,Net exports of goods and services,    Exports,        Goods,        Services,    Imports,        Goods,        Services,Government consumption expenditures and gross investment,    Federal,        National defense,        Nondefense,    State and local
1947,Q1,243.2,156.2,95.6,20.7,74.9,60.6,35.9,35.4,24.8,7.9,14.9,2,10.5,0.5,10.9,18.4,15.7,2.7,7.5,5.6,1.9,40.3,27,22.8,4.2,13.3
,Q2,246,160,98.2,21.4,76.9,61.8,34.5,35.7,25.2,7.9,15.2,2,10.6,-1.2,11.3,19.5,16.7,2.8,8.2,6.3,1.9,40.1,26.4,21.1,5.3,13.7
,Q3,249.6,163.5,100.4,21.8,78.6,63.1,34.9,37.8,25.4,8.3,15,2,12.5,-2.9,11.8,19.4,16.8,2.6,7.7,5.8,1.8,39.4,25,20,5.1,14.3
,Q4,259.7,167.7,103.5,23.5,80,64.2,43.3,41.8,26.5,8.4,16.1,2,15.3,1.5,9.3,17.6,15.1,2.5,8.3,6.2,2.2,39.5,24.5,20.4,4.1,15
1948,Q1,265.7,170.4,105.1,23.5,81.5,65.3,47.2,43.6,28.2,8.8,17.3,2.1,15.3,3.6,7.3,16.9,14.6,2.3,9.6,7.3,2.3,40.9,25.4,20.7,4.7,15.5
,Q2,272.6,174.1,107.2,24,83.2,67,50.3,44.5,28.1,9.3,16.7,2.1,16.4,5.9,5.2,15.2,13,2.2,10,7.6,2.4,42.9,26.6,20.6,6,16.3
,Q3,279.2,177.1,108.7,25.3,83.5,68.3,52.5,45.4,29.1,9.9,17.1,2.1,16.3,7.2,4.9,15.4,13.1,2.3,10.5,7.7,2.7,44.7,27.5,20.7,6.8,17.2
,Q4,280.4,177.9,108.7,25,83.7,69.3,51.3,45.3,30.2,10.1,18,2.1,15.2,6,4.5,14.6,12.4,2.3,10.1,7.5,2.6,46.6,28.7,21.6,7.2,17.9
1949,Q1,275,176.8,107.2,24.4,82.7,69.7,43.1,42.8,28.6,9.7,16.8,2,14.2,0.4,6.5,16.1,13.7,2.4,9.6,7.2,2.4,48.6,30.2,22.5,7.7,18.4
,Q2,271.4,178.4,108.3,26.4,81.9,70.2,36.2,41.4,27.5,9.4,16.1,2,13.9,-5.1,6.3,15.6,13.2,2.5,9.4,6.9,2.5,50.4,31.2,22.8,8.5,19.1
,Q3,272.9,177.8,107.6,27.3,80.3,70.2,39.5,40.9,26.1,8.9,15.2,2,14.7,-1.3,5.2,14.1,11.9,2.2,8.9,6.6,2.3,50.4,30.5,22.5,7.9,19.9
,Q4,270.6,180.2,109.3,28.4,80.9,70.9,37.5,42.2,25.6,8.7,14.8,2.1,16.5,-4.7,3,12.1,10.1,2,9.1,6.9,2.2,49.9,29.8,21.6,8.2,20.1
1950,Q1,280.8,182.9,110.8,29.3,81.5,72.1,46.7,44.7,26.4,9.1,15.1,2.2,18.3,2,2.2,11.7,9.6,2.1,9.5,7.2,2.3,49,28.5,20.9,7.7,20.4
,Q2,290.4,186.8,112.6,29.8,82.8,74.2,52.3,49.5,28.9,9.5,17.1,2.2,20.6,2.8,1.6,11.9,9.8,2.1,10.2,7.8,2.4,49.6,28.9,21,8,20.7
,Q3,308.2,200.5,124,37.4,86.6,76.5,58.6,54.5,31.9,10.3,19.3,2.3,22.6,4.2,-0.7,12.3,10.2,2.1,13,10.5,2.6,49.7,28.4,22.7,5.7,21.3
,Q4,319.9,197.9,119.9,33.3,86.7,78,68.4,54.4,32.9,11,19.6,2.3,21.5,14,-0.2,13.5,11.3,2.3,13.7,10.9,2.8,53.7,31.8,26.1,5.7,21.9
1951,Q1,336,209.2,127.6,35.6,92,81.6,64.6,54.2,33.1,11.5,19.4,2.3,21.1,10.4,0.2,15,12.5,2.5,14.9,11.8,3.1,62,39.6,33.5,6,22.5
,Q2,344.1,204.9,122.2,30.7,91.4,82.8,67.4,52.6,34.1,12.2,19.7,2.3,18.5,14.8,1.9,17.1,14.3,2.8,15.2,12,3.1,69.8,46.6,40.3,6.3,23.2
,Q3,351.4,207.6,123.4,30.2,93.2,84.3,62,52.2,34.8,12.3,20.2,2.4,17.4,9.7,3.7,18.1,15.1,3,14.3,10.8,3.5,78,54.3,48.1,6.2,23.7
,Q4,356.2,211.6,125.8,30.4,95.5,85.7,57.1,52.4,34.6,11.9,20.2,2.5,17.7,4.7,4.2,18.2,15.1,3.1,14,10.1,3.9,83.3,59.3,52.9,6.4,24
1952,Q1,359.8,213,125.5,30.8,94.8,87.4,58.1,53.4,35.1,12,20.4,2.7,18.3,4.7,3.7,18.7,15.4,3.3,15,10.7,4.3,85,60.9,53.5,7.4,24.1
,Q2,361,217.1,127.6,31,96.6,89.5,53,54.5,35.8,12.1,20.8,2.9,18.8,-1.5,2,16.6,13.4,3.1,14.6,10.6,4,89,64.1,57,7.1,24.9
,Q3,367.7,219.6,127.9,29.5,98.5,91.6,57.2,51.6,32.9,12.2,17.7,3.1,18.8,5.6,0,15.2,12.4,2.8,15.3,10.8,4.5,90.9,66.2,58.7,7.5,24.8
,Q4,380.8,227.7,134.1,33.7,100.3,93.6,60.7,55.5,35.8,12.6,19.9,3.3,19.6,5.3,-1,15.3,12.5,2.8,16.3,11.3,5.1,93.4,68.1,60.5,7.6,25.3
1953,Q1,388,231.2,135.7,35.2,100.5,95.5,61.7,57.8,37.8,13.1,21.2,3.5,20,3.9,-0.7,15.1,12.1,3,15.8,11,4.8,95.8,69.7,61.3,8.4,26.1
,Q2,391.7,233,135.6,35,100.6,97.4,62.1,58.5,38.5,13.5,21.3,3.7,20.1,3.6,-1.3,15.2,12.3,2.9,16.4,11.5,4.9,97.9,72,62,10,26
,Q3,391.2,233.7,134.4,34.6,99.8,99.2,61.4,59.1,39.6,13.7,22.1,3.7,19.5,2.3,-0.6,15.8,12.9,2.9,16.3,11.2,5.2,96.6,70,61,9,26.7
,Q4,386,233.1,133.6,33.7,100,99.5,56.4,58.5,39.2,14,21.4,3.8,19.3,-2,-0.3,15.2,12.3,2.8,15.5,10.2,5.3,96.7,69.5,60.3,9.2,27.2
1954,Q1,385.3,235.2,134.2,32.9,101.3,101,55.7,57.7,38.3,13.9,20.6,3.8,19.4,-2,-0.4,14.4,11.6,2.8,14.8,10,4.8,94.8,66.7,57.3,9.4,28.1
,Q2,386.1,237.9,135,33.6,101.3,102.9,55.4,58.8,38.2,13.9,20.4,3.9,20.7,-3.4,0.3,16.4,13.6,2.8,16.2,11,5.1,92.5,63.7,55.2,8.5,28.8
,Q3,391,240.3,135.4,33.2,102.2,104.9,59,61.1,38.9,13.9,21.1,3.9,22.2,-2.1,0.6,15.9,12.9,3,15.3,10.2,5.1,91.1,61.4,53.2,8.1,29.8
,Q4,399.7,245.1,138.5,35.1,103.4,106.6,62.1,62.5,38.9,13.8,21.1,4,23.6,-0.3,1.1,16.6,13.6,3,15.5,10.2,5.3,91.4,61.2,52,9.2,30.1
1955,Q1,413.1,251.4,142.9,38.4,104.5,108.5,68.7,64.9,39.5,14.3,21.1,4.1,25.4,3.8,1.1,17.3,14.2,3.1,16.2,11.1,5.1,91.9,60.7,52.4,8.4,31.1
,Q2,421.5,256.5,146.8,40.7,106.1,109.6,72.7,68.1,42.1,14.7,23.1,4.2,26,4.6,-0.2,16.9,13.8,3.1,17.1,11.2,5.9,92.5,60.8,51.9,9,31.7
,Q3,430.2,260.7,149.4,42.4,106.9,111.3,74.7,70.5,44.8,15.4,25,4.4,25.6,4.3,0.7,18.1,14.8,3.4,17.4,11.3,6.1,94.1,61.9,53.1,8.8,32.2
,Q4,437.1,264.6,150.5,41.4,109,114.2,78.9,71.7,47.1,16.2,26.3,4.6,24.6,7.2,0.2,18.3,14.9,3.4,18.1,12.5,5.6,93.3,60.6,52.2,8.4,32.8
1956,Q1,439.7,266.2,150.2,39.7,110.5,115.9,78.3,71.9,47.8,17.4,25.4,4.9,24.1,6.4,0.4,19.4,15.9,3.5,18.9,13,5.9,94.8,61,52.8,8.2,33.9
,Q2,446,268.8,151.1,39.8,111.3,117.7,77,73.4,49.1,18,25.9,5.2,24.4,3.6,1.9,20.9,17.2,3.7,19,12.7,6.3,98.2,63.5,54.9,8.6,34.7
,Q3,451.2,272.1,152.1,39.7,112.4,120,78.3,74.7,50.7,18.6,26.8,5.3,24,3.6,2.6,21.8,18.1,3.8,19.3,12.6,6.6,98.3,62.8,55.1,7.7,35.5
,Q4,460.5,277.4,155.2,41.5,113.7,122.3,77.1,74.9,51.4,18.7,27.2,5.5,23.5,2.2,4.5,23.1,19.1,4,18.5,12.9,5.7,101.3,65.2,57,8.1,36.2
1957,Q1,469.8,281.9,158,42.6,115.4,123.9,77.7,75.6,52.5,18.8,28.2,5.5,23.1,2.2,4.8,24.9,20.6,4.3,20.1,13.2,6.9,105.3,67.9,58.8,9.1,37.5
,Q2,472,284.2,158.6,42.2,116.5,125.5,77.9,75.3,52.6,19,28.1,5.5,22.6,2.7,4.1,24.4,20.1,4.3,20.3,13.4,6.9,105.8,67.5,59.6,7.9,38.3
,Q3,479.5,288.8,161.2,41.9,119.4,127.5,79.3,76.5,54.1,19.1,29.3,5.6,22.5,2.8,4,23.8,19.4,4.3,19.8,13.1,6.7,107.4,68.4,60.7,7.7,39.1
,Q4,474.9,290.4,160.5,41.5,119.1,129.9,71,75.6,53.2,18.9,28.6,5.7,22.3,-4.5,3.4,23,18.1,4.9,19.6,13.5,6.1,110.1,70,60.6,9.4,40
1958,Q1,467.5,289.9,159.3,39.4,119.9,130.6,66.7,70.7,49.4,18.1,25.5,5.8,21.4,-4,1.1,20.5,16.6,4,19.5,12.6,6.9,109.8,68.7,60.8,7.9,41.1
,Q2,472,292.8,159.8,38.6,121.2,133,65.1,69.3,47.8,17.6,24.4,5.9,21.5,-4.2,0.5,20.5,16.3,4.2,20.1,12.7,7.4,113.6,71.5,62,9.6,42.1
,Q3,485.8,297.9,162.4,39.4,123,135.5,72,70.5,47.4,17.3,24.1,6,23,1.5,0.9,20.6,16.4,4.1,19.7,12.8,7,115.1,71.9,62.6,9.3,43.2
,Q4,499.6,301.8,164.8,40.7,124.1,137,80,74.8,49.3,17.6,25.5,6.3,25.4,5.2,-0.3,20.6,16.3,4.2,20.8,13.8,7,118,73.9,63.4,10.5,44.1
1959,Q1,510.3,309.4,169.7,43.6,126.1,139.7,83.2,79.3,50.9,17.4,27.1,6.5,28.3,3.9,0.5,21.9,15.6,6.4,21.4,14.5,6.9,117.2,72.4,61.1,11.2,44.8
,Q2,522.7,315.5,172.6,45.5,127.2,142.9,89.4,82.1,52.7,18,28.1,6.6,29.4,7.3,-0.8,21.8,15.9,5.9,22.5,15.5,7,118.5,73.6,60.3,13.3,45
,Q3,525,320.7,174.5,46.3,128.2,146.2,83.6,83.2,54.4,18.6,29.1,6.7,28.8,0.4,1.2,24.1,17.5,6.6,22.9,15.8,7.1,119.5,74.5,61.4,13.1,45
,Q4,528.6,322.8,173.6,44.1,129.5,149.3,86.5,82.4,54.4,18.5,29.1,6.8,28,4.1,0.6,23.1,16.9,6.3,22.5,15.4,7.1,118.6,73.8,61,12.9,44.8
1960,Q1,542.6,326.4,175.1,45.5,129.6,151.3,96.5,85.3,56.3,19.4,30.1,6.9,29,11.2,2.9,26.1,19.5,6.6,23.3,15.7,7.6,117,71,60,11,46
,Q2,541.1,332.2,178.4,46.4,132,153.8,87.1,83.9,57.2,19.5,30.7,7,26.7,3.2,3.4,26.9,20.5,6.4,23.5,15.9,7.6,118.4,71.1,59.5,11.5,47.3
,Q3,545.6,332.1,177.5,45.9,131.6,154.6,86.4,82.1,56.2,19.4,29.5,7.3,25.9,4.3,4.7,27.6,20.9,6.6,22.9,15.1,7.8,122.4,74.2,62,12.2,48.3
,Q4,540.2,334,177.1,44.7,132.4,156.9,76,81.8,55.9,20,28.4,7.5,25.9,-5.8,5.9,27.6,20.9,6.7,21.7,14.2,7.5,124.3,75.3,62.1,13.2,49
1961,Q1,545,334.5,175.6,42.2,133.4,158.9,78.4,80.9,55,19.9,27.4,7.7,25.9,-2.5,5.9,27.6,21.2,6.4,21.7,14.1,7.6,126.2,75.3,63.4,11.9,50.9
,Q2,555.5,339.5,177.6,43.3,134.2,161.9,84.1,82.3,56.2,19.6,28.6,7.9,26.1,1.8,4.7,26.6,20.1,6.6,21.9,14.3,7.6,127.3,76.2,63.4,12.8,51.1
,Q3,567.7,342.3,179.2,44.6,134.6,163.2,90.9,84.3,56.7,19.7,28.9,8.1,27.6,6.7,4.5,27.8,21,6.8,23.3,15.8,7.6,130,78.1,65,13.2,51.8
,Q4,580.6,349.6,182.9,46.7,136.2,166.7,92.9,86.9,58.5,19.6,30.6,8.2,28.5,6,4.6,28.4,21.5,6.9,23.9,16.1,7.7,133.5,79.9,66.5,13.5,53.6
1962,Q1,594,354.8,185.5,47.7,137.8,169.3,98.1,88.7,59.7,20,31.4,8.2,29,9.4,4,28.3,21.2,7.1,24.3,16.4,7.9,137.1,83.3,69.2,14.2,53.8
,Q2,600.4,360.5,187.8,49,138.7,172.7,96.7,91.3,61.4,20.8,32.2,8.3,29.9,5.4,4.8,29.7,22.3,7.4,24.9,16.9,8,138.4,84.1,68.9,15.2,54.3
,Q3,609,364.3,189.5,49.6,140,174.8,98.2,92,62.1,21.4,32.3,8.4,29.9,6.2,4.5,29.6,22.3,7.3,25.1,17.1,8,142.1,87,70.4,16.6,55
,Q4,612.3,370.6,193,51.5,141.5,177.6,95,91.6,61.8,20.9,32.3,8.6,29.8,3.4,3.1,28.7,21.1,7.6,25.6,17,8.5,143.6,87.6,70.3,17.3,56
1963,Q1,621.7,374.3,195,52.6,142.5,179.2,99.7,92.8,62,20.2,32.9,8.9,30.8,6.9,4,29.2,21.3,7.9,25.2,16.9,8.3,143.7,86.2,69.4,16.8,57.5
,Q2,629.8,378.4,196.7,53.9,142.8,181.7,101.7,96.8,63.9,21.2,33.5,9.2,32.9,4.8,5.6,31.4,23.4,8,25.9,17.6,8.3,144.1,85.8,68.9,16.9,58.4
,Q3,644.4,385.4,199.9,54.7,145.2,185.5,104.6,98.9,65.7,21.4,34.9,9.4,33.2,5.7,4.5,31.2,23.8,7.5,26.7,18.2,8.6,149.9,89.9,70.8,19,60.1
,Q4,653.9,390,201,55.7,145.3,189,107.2,102.1,67.7,21.9,36.2,9.5,34.5,5.1,5.7,32.5,24.9,7.6,26.8,18.2,8.5,151,89.7,70.9,18.8,61.3
1964,Q1,669.8,399.6,206.6,58,148.7,192.9,110.5,105.4,69.1,22.4,37.1,9.5,36.2,5.1,7.2,34.2,26.1,8,27,18.3,8.6,152.6,90.1,70.4,19.7,62.5
,Q2,678.7,407.5,210.9,59.5,151.5,196.6,110.5,106.1,71.1,23.5,37.9,9.7,35,4.5,6.3,34,26,8,27.7,19.1,8.6,154.3,90.1,69.4,20.8,64.2
,Q3,692,416.4,216.3,61.4,154.9,200.2,112.6,107.9,73.4,24.3,39.3,9.9,34.5,4.7,6.9,35.4,27,8.4,28.4,19.7,8.7,156,90.8,70.2,20.7,65.2
,Q4,697.3,419,215.2,59.4,155.8,203.8,115,110,75.3,24.8,40.4,10.1,34.6,5,7.2,36.5,27.9,8.6,29.3,20.4,8.9,156.2,90,69,21,66.2
1965,Q1,717.8,429.7,222.7,64.9,157.8,207,126.5,115,80.2,26.1,43.5,10.5,34.8,11.5,4.5,33,24.5,8.5,28.5,19.6,8.9,157,89.5,68,21.5,67.5
,Q2,730.2,436.6,225.6,64.8,160.8,211.1,127.1,118.5,83.4,28.2,44.3,10.9,35.1,8.6,6.7,38.4,29,9.4,31.7,22.4,9.2,159.8,90.1,68.2,22,69.7
,Q3,749.3,445.8,230.8,66.7,164.1,215,131.2,121.9,86.7,28.5,46.8,11.3,35.3,9.3,5.5,37.6,28.1,9.4,32,22.8,9.2,166.8,94.5,71.2,23.3,72.3
,Q4,771.9,459.7,239.7,69.1,170.5,220.1,133.8,126.2,90.6,30.4,48.5,11.7,35.5,7.6,5.8,39.7,30.3,9.4,33.9,24.2,9.8,172.6,98.7,75,23.7,73.9
1966,Q1,795.7,470.1,246.4,72.3,174.1,223.7,144.2,130.3,94.4,31.1,51.1,12.2,35.9,13.9,4.4,39.4,30.7,8.7,35,24.9,10.1,177,101.2,77.5,23.7,75.8
,Q2,805,475.2,247,69.7,177.2,228.2,143.5,131.2,96.8,31.2,53,12.6,34.4,12.3,4.6,40.9,30.4,10.4,36.2,25.6,10.6,181.7,104,79.1,24.9,77.6
,Q3,819.6,484.3,252.1,72.3,179.8,232.2,143.2,131.3,98.3,31.9,53.4,13,33,11.9,2.7,40.9,31,9.9,38.2,27.2,11,189.5,109.9,85.6,24.3,79.5
,Q4,833.3,490.1,253,72.6,180.4,237,145.9,129.4,99.2,31.2,54.6,13.4,30.2,16.5,3.8,42.6,32.3,10.3,38.8,27.7,11.1,193.6,111.2,87.7,23.5,82.5
1967,Q1,844.2,494.3,253.5,71.1,182.4,240.8,142.8,127.4,98,31.7,52.7,13.6,29.4,15.4,4.5,43.9,32.9,11,39.4,27.7,11.7,202.6,117.9,92.2,25.7,84.7
,Q2,849,503.5,258.5,74.5,184,245,137.5,131.2,98.3,30.9,53.6,13.8,32.9,6.3,4.2,43.2,32.6,10.6,39,26.8,12.2,203.8,117.9,93.5,24.4,85.9
,Q3,865.2,510.7,260.5,74.7,185.8,250.2,142.8,133.6,98.8,31.5,53.2,14.1,34.8,9.3,3.3,42.8,32,10.9,39.5,27,12.5,208.4,121,96.7,24.3,87.4
,Q4,881.4,518.2,263.5,75.6,187.9,254.7,147.7,139.2,101.7,32,55.3,14.5,37.5,8.4,2.2,43.9,32.7,11.2,41.7,29.5,12.1,213.3,123.2,97.7,25.5,90.1
1968,Q1,909.4,536.3,274.4,80.9,193.5,261.9,152.3,143.9,105.6,33.1,57.6,14.9,38.3,8.4,1.1,45.5,34,11.5,44.4,32.1,12.3,219.7,126.4,100.5,25.9,93.3
,Q2,934.3,550,280.9,83.1,197.8,269.2,158.9,144.9,105.3,33.2,56.7,15.4,39.6,14.1,1.7,47.2,35.4,11.8,45.4,33.2,12.3,223.6,127.2,101.5,25.6,96.5
,Q3,950.8,566.1,290.4,87.5,202.8,275.7,155.7,148,107.6,33.2,58.6,15.8,40.4,7.7,1.7,49.9,37.1,12.8,48.2,35.4,12.8,227.4,128.5,101.5,27.1,98.8
,Q4,968,575,292.8,87.8,205,282.1,160.8,154.8,112.2,34.8,61.2,16.2,42.6,6,0.9,49.1,36.5,12.7,48.2,35.1,13.1,231.3,129.7,102,27.8,101.6
1969,Q1,993.3,587,298.8,90,208.8,288.2,172.4,160.9,116,35.8,63.7,16.5,44.9,11.5,0.2,44,32.1,12,43.8,30.8,13,233.7,129.6,101.3,28.3,104.1
,Q2,1009,598.3,302.7,90.4,212.2,295.7,172.7,163.5,118.4,36.7,64.7,17,45.1,9.2,1.1,53.8,40.4,13.3,52.7,39.1,13.6,236.9,129.8,100.9,28.9,107.1
,Q3,1030,608.6,306.6,90.6,216,302,177.6,167.4,122.4,38.9,66.1,17.4,45,10.2,1.2,53.6,40,13.6,52.4,38.5,13.8,242.5,133.4,103.4,29.9,109.1
